OTU,LDA_score,CLass
Solobacterium,4.6473952322041425,CD
Senegalimassilia,4.805017826866031,UC
Christensenellaceae_R_7_group,7.6075469060936465,UC
Hafnia_Obesumbacterium,4.383033716801645,nonIBD
Clostridiales_vadinBB60_group__family__,5.332721842093308,nonIBD
Ruminococcaceae_UCG_014,6.122126665317326,nonIBD
