"","x"
"1","Comamonadaceae"
"2","Rhodobacteraceae"
"3","Sphingomonadaceae"
"4","Clostridiales_vadinBB60_group"
"5","Leptotrichiaceae"
"6","Defluviitaleaceae"
"7","Cellulomonadaceae"
"8","Micrococcaceae"
"9","Desulfovibrionaceae"
"10","Blastocatellaceae_Subgroup_4_"
"11","Desulfurellaceae"
"12","Paenibacillaceae"
"13","Leuconostocaceae"
"14","Methanobacteriaceae"
