"","x"
"1","Intestinibacter"
"2","Fusobacterium"
"3","Lachnospiraceae_NK4A136_group"
"4","Bacteroidales_S24_7_group(family)"
"5","Anaerostipes"
"6","Akkermansia"
"7","Clostridium_sensu_stricto"
