"","x"
"1","Pasteurellaceae"
"2","Peptococcaceae"
"3","Sphingomonadaceae"
"4","Lactobacillaceae"
"5","Rikenellaceae"
"6","Thermaceae"
"7","Cellulomonadaceae"
"8","Acidaminococcaceae"
"9","NS11_12_marine_group"
"10","Neisseriaceae"
"11","Chitinophagaceae"
"12","Verrucomicrobiaceae"
