Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.898537629635474,0.0938303387856068,0.0009751821947288001,0.06965015818519536
2,0.465465719614724,0.562563061328321,-0.008437597006631815,0.053743808609513
3,0.653043653221593,0,0.0202907614996519,0.07596666016517033
4,0.645031075612436,0.225907569395085,0.013596903502706568,0.09182093525799286
5,0.810963462106022,0.0921667054666783,-0.008123630190034356,0.06139347341996135
6,1.0,0,-0.014607406788787683,0.029369538854128244
7,0.983779902202577,0.0283478837812812,-0.012212344219980251,0.04915787800387019
8,0.662913792393157,0.235193724011899,0.003609798717691781,0.08698447146332591
9,0.945955029320428,0,-0.0018369278345672616,0.055667769881099324
10,1.0,0,-0.02988945666345888,0.01270873262939784
11,0.547598953674903,0.285545708722733,-0.02279247741479495,0.0476271303956843
12,0.923203150405604,0.0991443065067638,-0.00447887988319952,0.0645372880388269
13,0.416565097302911,0,-0.028715933346651592,0.06848078394212562
14,0.656814931959688,0.178818758264239,-0.009070141806207252,0.0668011799841147
15,1.0,0.0,-0.018726313051091504,0.023168624555982665
16,1.0,0,-0.009108468908466418,0.038938305403849176
17,0.85387111756374,0.229790154031494,-0.006075793981780191,0.053092700892119406
Averages,0.7919849126478387,0.1194887182525942,-0.007976630892992507,0.05582996704013866
