"","x"
"1","Prevotellaceae"
"2","Sphingomonadaceae"
"3","Lachnospiraceae"
"4","Leptotrichiaceae"
"5","Fusobacteriaceae"
"6","Bifidobacteriaceae"
"7","Aerococcaceae"
"8","Actinomycetaceae"
"9","Defluviitaleaceae"
"10","Spirochaetaceae"
"11","Iamiaceae"
"12","Oxalobacteraceae"
"13","Eubacteriaceae"
"14","0319_6A21"
"15","Bacteriovoracaceae"
"16","Chloroplast(class)"
"17","Enterobacteriaceae"
