OTU,LDA_score,CLass
Eubacteriaceae,5.922417654286971,CD
Christensenellaceae,6.5406814269740465,CD
Verrucomicrobiaceae,7.409592993913022,UC
Clostridiales_vadinBB60_group,4.826447748036134,nonIBD
Coriobacteriaceae,6.163494059232543,nonIBD
Family_XIII,6.203586230098061,nonIBD
Rikenellaceae,7.126980496268023,nonIBD
Desulfovibrionaceae,7.190720462305772,nonIBD
Alcaligenaceae,7.444192866213304,nonIBD
