"","x"
"1","Christensenellaceae_R_7_group"
"2","Prevotella"
"3","Ruminiclostridium"
"4","Moraxella"
"5","Sphingomonas"
"6","Thermus"
"7","Senegalimassilia"
"8","Bacteroides"
"9","Subdoligranulum"
"10","Treponema"
"11","_Clostridium_innocuum_group"
"12","Anaerofustis"
"13","Methylobacterium"
"14","Lactococcus"
"15","Cytophaga"
"16","Stomatobaculum"
"17","Parabacteroides"
"18","Sphingobium"
"19","Facklamia"
"20","Lawsonella"
