"","x"
"1","Actinobacteria"
"2","Coriobacteriia"
"3","Epsilonproteobacteria"
"4","Fusobacteriia"
"5","Planctomycetacia"
"6","Deltaproteobacteria"
"7","Verrucomicrobiae"
"8","Acidobacteria"
