"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Flavobacteriaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Sphingobacteriaceae","Thermaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Caulobacteraceae","Defluviitaleaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Pseudonocardiaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Methylobacteriaceae","0319_6A21","Mollicutes_RF9(order)","Caldilineaceae","Acidaminococcaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Planctomycetaceae","WCHA1_57(class)","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","Chitinophagaceae","OPB35_soil_group(class)","Synergistaceae","Tectomicrobia(phylum)","vadinBE97","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Methanobacteriaceae","Bacteriovoracaceae","Neisseriaceae","Planococcaceae","Rhizobiaceae","Victivallaceae","env_OPS_17","Unknown_Family","Lentimicrobiaceae","Xanthobacteraceae","Chloroplast(class)","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Gitt_GS_136(class)","Chthoniobacteraceae","Family_X","Staphylococcaceae","Campylobacteraceae","Rhodospirillales_Incertae_Sedis","Pasteurellaceae","NB1_j(order)","Enterobacteriaceae","Haliangiaceae","mle1_27","Brevibacteriaceae","PHOS_HE51","Xanthomonadaceae","Methylophilaceae","Cytophagaceae","Paenibacillaceae","Oligosphaeraceae","Bacillaceae","KD4_96(class)","Microbacteriaceae","Verrucomicrobiaceae","Carnobacteriaceae","Aeromonadaceae","Clostridiaceae_1","Propionibacteriaceae","Bradyrhizobiaceae","NS9_marine_group","Cellvibrionaceae","UA11(class)","Lineage_IIb(order)","Polyangiaceae","Dermabacteraceae","Family_III","Lineage_IIc(order)"
"X206702",0.0,0.00048221174453493356,0.0,0.0,0.0,0.0,0.000589369909987141,0.0,0.00010715816545220746,0.0,0.0,0.0,0.0,0.0003214744963566224,0.0009644234890698671,0.0,0.0,0.0,0.0,0.0006965280754393485,0.0,0.0,0.0003214744963566224,0.0,5.357908272610373e-05,0.0006429489927132448,0.0,0.0,0.0,0.0,0.0017145306472353193,0.0,0.0003750535790827261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012858979854264896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914809258465495,0.0,0.0,0.0,0.0,0.0,0.0,0.0009108444063437634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357908272610373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206708",0.0,0.00015440835863914768,5.146945287971589e-05,0.0005661639816768747,0.0,0.0,0.3177209326264862,0.00030881671727829536,0.0,0.0,0.0,0.0,0.0,5.146945287971589e-05,0.0,0.0,0.0,0.00036028617015801124,0.0,0.30567708065263266,0.0033455144371815327,0.005249884193731021,0.02954346595295692,0.0,0.0,5.146945287971589e-05,0.00030881671727829536,0.0,0.0,0.0005146945287971588,0.3216326110453446,0.005146945287971589,0.0016984919450306244,5.146945287971589e-05,0.0,0.0,0.0,0.0008235112460754543,5.146945287971589e-05,0.0,0.0,0.0006691028874363066,0.0,0.0,0.0,0.0,0.0,0.00010293890575943178,0.0,0.0,0.0,0.0,0.0,0.001904369756549488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015440835863914768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030881671727829536,0.0,0.0,0.0,0.0,0.0,0.00010293890575943178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005146945287971588,0.0,0.0,0.0013382057748726132,0.0,0.0009779196047146018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006176334345565907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206746",0.0,0.0,0.0,4.1017227235438884e-05,0.00012305168170631667,0.0,0.2761279737489746,0.0,0.0,0.0,0.0,0.0,0.0,4.1017227235438884e-05,0.0,4.1017227235438884e-05,0.0,0.0,0.0,0.22904019688269073,0.0,0.014520098441345365,0.013412633305988516,0.0,0.0,0.0008613617719442166,0.0,0.0,0.0,0.0002871205906480722,0.41111566858080395,0.0015176374077112388,0.006029532403609516,0.0,0.0,0.0,0.0,0.001435602953240361,0.0005742411812961444,4.1017227235438884e-05,0.0,0.00012305168170631667,0.0,0.0,0.0,0.0,0.0,8.203445447087777e-05,0.0,0.0,0.0,0.00012305168170631667,0.0,0.007916324856439705,0.0,0.0,0.0,0.0,0.0,8.203445447087777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004922067268252667,0.00016406890894175554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.203445447087777e-05,0.00012305168170631667,0.0,0.031214109926168992,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,4.1017227235438884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016406890894175554,0.00041017227235438887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206721",0.0,0.0,0.00021602004666033007,0.00012961202799619806,0.00017281603732826408,0.0,0.13419165298539704,0.0002592240559923961,0.0,0.0,0.0,0.0,0.0,0.0,4.320400933206602e-05,0.00012961202799619806,0.0,0.0,0.0,0.15091160459690658,0.050505486909185174,0.03957487254817247,0.0016849563639505746,0.0,0.0,0.0002592240559923961,0.0,0.0,0.0,0.00017281603732826408,0.4621100838157781,0.016719951611509548,0.0003888360839885941,4.320400933206602e-05,0.0,0.13013047610818285,0.0,0.0023330165039315647,0.00012961202799619806,0.0,0.0,8.640801866413204e-05,0.0,8.640801866413204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007949537717100146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.320400933206602e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012961202799619806,0.0,0.0,8.640801866413204e-05,0.0,0.0014257323079581786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640801866413204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206724",0.0,0.0,0.0,0.0006494002597601039,0.00015280006112002446,0.0,0.03166781266712507,0.0,0.00038200015280006114,0.0,0.0,0.0,0.0,0.00019100007640003057,3.8200015280006115e-05,0.0,0.0,0.0,0.0,0.11964244785697914,0.008022003208801283,0.001031400412560165,0.0004966001986400795,0.0,7.640003056001223e-05,0.0004966001986400795,0.0,0.0,0.0,0.00019100007640003057,0.16410726564290626,0.00011460004584001834,0.0038964015585606234,0.00015280006112002446,0.0,7.640003056001223e-05,0.0,0.005386202154480862,0.0,0.0,0.0,0.00026740010696004276,0.0,0.0,0.0,0.00019100007640003057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026740010696004276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038200015280006114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015280006112002446,0.00019100007640003057,0.0,0.002406600962640385,0.0,0.5293376117350447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006494002597601039,0.0,0.1293834517533807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206728",0.0,0.00011001503538816971,0.0015768821738970993,0.0001833583923136162,0.0004767318200154021,0.0,0.46283325387803,0.0,7.334335692544648e-05,0.0,0.0,0.0,0.0,0.0008434486046426345,3.667167846272324e-05,0.0,0.0,0.0001833583923136162,0.0001833583923136162,0.18060801642891194,0.03296783893798819,0.005757453518647549,0.0065642304448274595,0.0,0.0,3.667167846272324e-05,0.0,0.0,3.667167846272324e-05,0.0004767318200154021,0.24294986981554145,0.0032637793831823683,0.0010268069969562507,0.0028237192416296895,0.0,0.003483809453958708,0.0,0.02853056584399868,0.00022003007077633943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022003007077633943,0.0,0.008251127654112728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667167846272324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667167846272324e-05,0.00011001503538816971,0.0,0.002090285672375225,0.0,0.013898566137372108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.334335692544648e-05,3.667167846272324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206733",0.0,0.0,0.0,0.0,6.66266906522753e-05,0.0,0.11559730828169765,0.0,0.0,0.0,0.0,0.0,0.0,3.331334532613765e-05,0.0,0.0,0.0,0.0,0.0,0.10936771270570991,0.010560330468385636,0.002565127590112599,0.0004997001798920647,0.0,0.0,0.0,0.0,0.0,0.0,0.0008994603238057165,0.7113398627490173,6.66266906522753e-05,0.00023319341728296356,0.0,0.0,0.0010327137051102673,0.0,0.004897061762942235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.331334532613765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018655473382637084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66266906522753e-05,0.0,0.0,0.0,0.0,0.04077553467919248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.331334532613765e-05,6.66266906522753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206750",7.163836951070993e-05,0.0,0.001182033096926714,0.24314062611934953,0.001074575542660649,0.0001074575542660649,0.18267784225231035,0.0003581918475535497,0.00014327673902141987,3.581918475535497e-05,0.0,0.0,0.0,0.00014327673902141987,0.0,0.0,0.0,0.0003940110323089047,0.0,0.21068844473099793,0.00014327673902141987,0.01787377319292213,0.003331184182248012,0.0004656494018196146,0.0,0.0005014685865749695,0.0,3.581918475535497e-05,0.0,0.0003581918475535497,0.22734436564223798,0.0454187262697901,0.003367003367003367,3.581918475535497e-05,0.0,0.011211404828426105,0.0,3.581918475535497e-05,3.581918475535497e-05,0.0001074575542660649,0.0,0.0003940110323089047,0.0,0.0,0.0,0.0,0.0,0.0002149151085321298,0.0,0.0,3.581918475535497e-05,0.0004298302170642596,0.0,0.016226090694175802,0.0,0.0,0.0,3.581918475535497e-05,0.0,0.010423382763808296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.581918475535497e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001074575542660649,0.0,7.163836951070993e-05,0.0,0.00017909592377677485,0.0,0.0,0.004190844616376531,0.0,0.014936600042983021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001074575542660649,0.002328247009098073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206756",0.0,0.0,0.0002979484123606027,0.0,4.256405890865753e-05,0.0,0.10283476632331659,0.0,8.512811781731506e-05,0.0,0.0,0.0,0.0,4.256405890865753e-05,0.0,0.0,0.0,0.0,8.512811781731506e-05,0.23388950370307313,0.08810760194092108,0.0034051247126926022,0.005703583893760109,0.0,0.0,8.512811781731506e-05,0.0,0.0,0.0,0.00025538435345194517,0.4711415680599302,0.024048693283391504,0.0017876904741636163,0.005490763599216821,0.0,0.010555886609347068,0.0,0.00021282029454328764,0.00012769217672597258,4.256405890865753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.256405890865753e-05,0.0,0.020728696688516218,0.0,0.0,0.0,0.0,0.0,0.012598961436962628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.512811781731506e-05,0.0,0.0,8.512811781731506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.512811781731506e-05,0.0,0.0,0.003107176300332,0.0,0.004298969949774411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010683578786073039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.256405890865753e-05,0.0,0.0
"X206766",0.0,0.0,4.1839253587715995e-05,0.0,0.000125517760763148,0.0,0.15342454290615457,0.000125517760763148,8.367850717543199e-05,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.0,0.0,0.21982343834985985,0.0006694280574034559,0.017488807999665287,0.0021338019329735156,0.0,0.0,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.5475503117024392,0.0012970168612191958,0.0011714991004560479,0.0015898916363332079,0.0,0.00020919626793857997,0.0,0.01556420233463035,0.0007531065645788879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029287477511401195,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.004769674908999624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000125517760763148,0.0,0.0,0.005188067444876783,0.0,0.020710430525919418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.0
"X206768",0.0,0.004470272686633884,0.0,0.0013410818059901655,0.0,0.0004470272686633885,0.012516763522574878,0.000894054537326777,0.0116227089852481,0.0,0.0,0.0,0.0,0.0013410818059901655,0.006258381761287439,0.0,0.0,0.0049172999552972736,0.0,0.006258381761287439,0.0004470272686633885,0.0031291908806437194,0.0013410818059901655,0.0,0.0,0.03352704514975414,0.0,0.0,0.0,0.0,0.009387572641931158,0.0,0.16450603486812695,0.0,0.0,0.0,0.0,0.0116227089852481,0.0,0.0,0.0,0.02011622708985248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004470272686633884,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.0,0.0,0.004023245417970496,0.0,0.0,0.004470272686633884,0.0,0.0,0.0004470272686633885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.003576218149307108,0.0,0.0,0.0,0.0,0.0049172999552972736,0.0,0.0,0.001788109074653554,0.003576218149307108,0.0,0.0,0.0,0.0013410818059901655,0.0013410818059901655,0.0,0.0,0.6079570853822083,0.0,0.008493518104604381,0.0013410818059901655,0.001788109074653554,0.0,0.012069736253911488,0.001788109074653554,0.004470272686633884,0.0,0.0,0.0,0.010728654447921324,0.0,0.0,0.0,0.007599463567277604,0.0,0.0004470272686633885,0.0,0.0,0.009834599910594547,0.0,0.0,0.0,0.0,0.0,0.00581135449262405,0.0
"X224327",0.0,0.0,0.0,0.000174140182847192,0.0,0.0,0.23360905528950807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10282977797126687,0.035568132346538966,0.0014366565084893339,0.013931214627775359,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.45054418807139746,0.006312581628210709,0.000174140182847192,4.3535045711798e-05,0.0,4.3535045711798e-05,0.0,0.0,0.010317805833696125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.001393121462777536,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.009490639965171964,0.0,0.11497605572485851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130605137135394,4.3535045711798e-05,0.0,0.018545929473225947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206534",0.0,5.1778594728939054e-05,5.1778594728939054e-05,0.0008284575156630249,0.0003624501631025734,0.0,0.05933826955936416,0.0007249003262051468,0.0002588929736446953,0.0,0.0,0.0,0.0,0.00015533578418681717,0.0002588929736446953,0.0,0.0,0.0,0.0,0.11199710039869518,0.13198363796406565,0.013048205871692642,0.007249003262051468,0.0,0.0,0.0015015792471392325,0.0005177859472893906,0.0,0.0,0.00274426552063377,0.42971055765546523,0.03955884637290944,0.009579040024853725,0.013410656034795215,0.0,0.004245844767773003,0.0,0.023766374980583028,0.006627660125304199,0.0,0.0,0.00020711437891575622,0.0,0.0,0.0,0.0005695645420183296,0.0,0.0,0.0,0.0,0.0,0.0010355718945787812,0.0,0.004815409309791332,0.0,0.0,0.0,0.0,0.0,0.00010355718945787811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002951379899549526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020711437891575622,0.0,0.02578574017501165,0.0,0.10428208978408327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046600735256045154,0.00015533578418681717,0.0014498006524102935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206547",0.0,0.0002615062761506276,0.0,0.008106694560669456,0.0,0.0,0.08865062761506276,0.0007845188284518828,8.716875871687587e-05,0.0,0.0,0.0,0.0,0.00043584379358437936,0.0,0.0,0.0,0.0,0.014644351464435146,0.2976813110181311,0.0,0.043235704323570434,0.011680613668061366,0.0,0.0,0.004794281729428173,0.0,0.0,0.0,0.00017433751743375174,0.0003486750348675035,0.0010460251046025104,0.038179916317991634,0.010111576011157601,0.0,0.0,0.0,0.004968619246861925,0.0,0.000697350069735007,0.0,0.002004881450488145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011331938633193863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017433751743375174,0.0032252440725244074,0.0,0.06380753138075314,0.0,0.34344490934449096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026237796373779636,0.0,0.033821478382147836,0.0,0.0002615062761506276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206563",0.0,0.025753842543705267,0.0006453126833274669,0.0034612225742109586,0.0005279831045406547,0.00017599436818021823,0.3017130118502875,5.8664789393406076e-05,0.0014079549454417458,0.0,0.00035198873636043646,0.0006453126833274669,0.0010559662090813093,0.0011146309984747154,0.0005866478939340608,0.0,5.8664789393406076e-05,0.00011732957878681215,0.01748210723923501,0.20673471782236302,0.024287222808870117,0.008037076146896633,0.00463451836207908,0.0,0.0,0.0022292619969494307,0.00011732957878681215,0.0,0.0,0.00035198873636043646,0.16279479056670187,0.033614924322421684,0.020239352340725096,0.0013492901560483398,5.8664789393406076e-05,0.0078024169893230085,0.0,0.00035198873636043646,0.00011732957878681215,0.0,0.0012319605772615277,0.00017599436818021823,0.020884665024052562,0.0,0.00011732957878681215,0.0,0.0007039774727208729,0.0,0.005045171887832923,0.0,0.0,0.0002346591575736243,0.0005866478939340608,0.04569987093746333,0.0016426141030153702,0.0008799718409010912,0.0,0.0,0.0002933239469670304,0.0,0.0,0.0009386366302944972,0.0045758535726856744,0.0,0.0008799718409010912,0.0,0.0,0.0005866478939340608,0.0,0.00041065352575384256,0.0,0.0011732957878681216,0.003695881731784583,0.0005866478939340608,0.0,0.0,0.0,0.0,0.0014666197348351519,0.0,0.0,0.0,0.0,0.0004693183151472486,0.0,0.0,0.0002933239469670304,0.00011732957878681215,0.0,0.0,0.00017599436818021823,0.0,0.044761234307168836,0.009797019828698815,0.00011732957878681215,0.0007039774727208729,0.0,0.0,0.0,0.0,0.0028159098908834917,0.0,0.01525284524228558,0.0,0.0,0.0,0.0002346591575736243,0.0,0.0009973014196879033,0.0019359380499824005,0.0,0.0,0.0,0.0008799718409010912,0.0,0.0012906253666549337,0.0004693183151472486,0.0,0.0,0.0,0.0,0.0
"X206569",0.0,0.0,0.006376811594202898,0.00016563146997929605,0.00020703933747412008,0.0,0.16956521739130434,4.1407867494824014e-05,4.1407867494824014e-05,0.0002484472049689441,0.0,0.0,0.0,0.0,0.0,0.0,0.00012422360248447205,0.0,0.1944513457556936,0.10459627329192546,0.0058799171842650105,0.010559006211180125,0.00037267080745341616,0.0004968944099378882,0.0,0.0002898550724637681,0.0,0.0,0.0,8.281573498964803e-05,0.17192546583850932,0.05349896480331263,0.0013664596273291925,0.0002484472049689441,0.0,0.08749482401656315,0.0,0.0,0.00020703933747412008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,4.1407867494824014e-05,0.0,0.0,0.00012422360248447205,0.022111801242236023,0.008985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,0.0,0.0,0.00016563146997929605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,0.0,0.0,0.0,4.1407867494824014e-05,0.00012422360248447205,0.0,0.002070393374741201,0.0,4.1407867494824014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15768115942028985,0.00012422360248447205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206604",0.0,0.00020485506504148315,0.0013315579227696406,0.06483662808562941,0.0003072825975622247,0.0,0.24726006350507015,0.00850148519922155,0.0003072825975622247,0.0,0.0,0.0,0.0,0.0017412680528526069,0.0010242753252074157,0.0,0.0,0.0,0.0,0.1611185086551265,0.19133463074874527,0.0008194202601659326,0.011267028577281573,0.0,0.0,0.0027655433780600226,0.0,0.0,0.0,0.0005121376626037079,0.1849841237324593,0.008911195329304518,0.0029703984431015055,0.0006145651951244494,0.0,0.0036873911707466967,0.0,0.0,0.0009218477926866742,0.0,0.0,0.0,0.0,0.00010242753252074157,0.0,0.0,0.0,0.000716992727645191,0.0,0.0,0.0,0.0,0.0,0.012701014032571956,0.0,0.0,0.0,0.0,0.0,0.008296630134180067,0.0,0.0,0.0,0.0,0.0,0.0006145651951244494,0.00010242753252074157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005121376626037079,0.0,0.0,0.0,0.0,0.0012291303902488989,0.0,0.0,0.0,0.0,0.0,0.0051213766260370785,0.0,0.0,0.0017412680528526069,0.0,0.06657789613848203,0.0,0.0,0.0,0.0,0.0,0.0,0.00010242753252074157,0.002150978182935573,0.00020485506504148315,0.0,0.0,0.0,0.0036873911707466967,0.0,0.0,0.0,0.000716992727645191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206608",0.0,0.0004938620008466206,0.0011993791449132214,0.02582192747283759,0.0,0.0,0.20107238605898123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189290249753069,0.024199238041484408,0.0011288274305065614,0.007478481727105969,0.0,0.0,0.0,0.0,0.0,0.0,0.00028220685762664035,0.42874276844927334,0.057852405813461266,0.0009877240016932412,0.0004233102864399605,0.0,0.013263722308452096,0.0006349654296599407,0.0,0.0,0.0,0.0,0.00021165514321998025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030548892338083816,0.0,0.0,0.0,0.0,0.0,0.0022576548610131228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050797234372795255,0.0,0.006561309439819388,0.0,0.0,7.055171440666009e-05,0.0,7.055171440666009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023282065754197828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
