"","x"
"1","Peptococcaceae"
"2","JG30_KF_CM66(class)"
"3","Pseudomonadaceae"
"4","Sphingomonadaceae"
"5","Rhodospirillaceae"
"6","Veillonellaceae"
"7","Sphingobacteriaceae"
"8","Porphyromonadaceae"
"9","Eubacteriaceae"
"10","Pseudonocardiaceae"
"11","WCHA1_57(class)"
"12","Synergistaceae"
"13","Methanobacteriaceae"
"14","Campylobacteraceae"
"15","Enterobacteriaceae"
"16","Paenibacillaceae"
"17","Microbacteriaceae"
"18","Aeromonadaceae"
"19","Polyangiaceae"
"20","Lineage_IIc(order)"
