"","x"
"1","Prevotella"
"2","Faecalibacterium"
"3","Lachnospiraceae_UCG_001"
"4","Flavobacterium"
"5","Howardella"
"6","Odoribacter"
"7","Candidatus_Soleaferrea"
"8","Romboutsia"
"9","_Eubacterium_xylanophilum_group"
"10","Peptococcus"
"11","Gordonibacter"
"12","Dorea"
"13","Paludibacter"
"14","Knoellia"
"15","Rhodococcus"
"16","Morganella"
"17","ML635J_21(class)"
"18","Catenibacterium"
"19","TK10(class)"
"20","Aeromonas"
"21","Devosia"
"22","Rubellimicrobium"
"23","Hafnia_Obesumbacterium"
