Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,1.0,0,-0.01886641870504318,0.019654711199023792
2,0.791703368652806,0.189133764225704,0.0005671266198461587,0.0637813400754222
3,0.73866498064755,0.117383479165582,-0.006953683438265389,0.06562799034249102
4,0.590963384240023,0.212418235452211,-0.006049155503547015,0.07031483971623687
5,0.643317435853279,0.134205433912365,-0.024980003486407366,0.049856783155719675
6,0.382318513090519,0.294997286749652,-0.005950831215609921,0.07368859030101287
7,0.397802573900703,0.357528043389937,-0.01063645911316224,0.06204811618186422
8,0.618050239706969,0.156057043079103,-0.00738384810992679,0.07237195655298227
9,0.910207757684569,0.0949032016980531,-0.00687415809039391,0.04879019829426554
10,0.505931596039818,0.142100893267252,0.007950899035188374,0.08571376712844511
11,0.973575991813858,0.0327783990652545,-0.019650697378740804,0.030667969246577585
12,0.889491159900792,0.0880694027977064,-0.017953531418807782,0.04536134818570466
13,0.995536056118624,0,-0.021411241473975388,0.02243931123757839
14,0.575191737002643,0.247167727356523,-0.006834947761956945,0.06421692414803173
15,0.660328648469483,0.198045144977506,0.0003441304205581047,0.0666584845814134
16,0.514622129346119,0.168092624340214,-0.002524826938751899,0.08718471600865302
17,0.295010447531538,0.359686570104229,-0.004419920133385001,0.0726761310361761
18,0.959740849891506,0.0275694366240742,0.0003545226718881567,0.03899304040734098
19,0.767191629954016,0.202498933462862,-0.00959277214628186,0.05964764240097679
20,0.789658917898445,0.151451994592888,0.0001642233851423345,0.05877601199942485
21,0.834813631397636,0.0832667840761834,0.004770781380648701,0.06410482845943373
22,-0.0144927536231884,0,0.009251024180077332,0.0730995756343669
23,0.725861162115908,0.229072169946437,-0.0016415861639589805,0.07126728767294696
24,0.619763911811599,0.243014938053599,-0.012114700421456872,0.06631529292335635
25,0.388233972429936,0.193466311787257,-0.011053534771830359,0.07865396944769618
26,0.895103723071355,0.0831191671982904,-0.017335226043811377,0.04499049436730505
27,0.58532237202761,0.163364405478794,-0.0008357717586140323,0.07507711819958544
28,0.605734927305454,0.152043340571141,0.008587785823279853,0.08600617464122505
29,1.0,0,0.014642860001440652,0.06884094774511784
30,0.711977732213433,0.204620587386745,0.007313673455361103,0.07577756483318379
31,0.603450193421153,0.188438452480178,0.004544790578616205,0.07527151781109205
32,0.797531520003689,0.147228647224949,0.00468808390088947,0.07094595785375679
33,0.308240750727029,0.323032875829167,-0.010675240718946866,0.07423882705768298
34,0.780917431083014,0.222088440488899,-0.003360892019071009,0.061989425030423276
35,0.655173226209822,0.133950791013532,0.0010820744568333144,0.07034218901150038
36,0.750185137266328,0.165926372829335,0.003908678659258122,0.07619793197590596
37,0.532496410218814,0.28137343547258,-0.0002281278034761845,0.07176897035865132
38,0.617759223685159,0.166544322128379,-0.010518531599606307,0.07624005531142976
39,0.24518394863831,0.46103407118229,-0.021211536579927994,0.032939587070488094
40,0.356489603808251,0.328410080708997,-0.021177087068360745,0.060721631645206504
41,0.579509574150661,0.260963674799268,0.00042165919812086727,0.06312582477471144
42,0.750443359558976,0.130353707811532,-0.003594945499681499,0.06840188139622043
43,0.69449283107995,0.187962111884013,-0.006651949256235848,0.07037242763553826
Averages,0.6517092861940502,0.17496191401424843,-0.005160216531443833,0.06360835704781782
