"","x"
"1","Solibacteraceae_Subgroup_3_"
"2","Rhodospirillaceae"
"3","Flavobacteriaceae"
"4","Leuconostocaceae"
"5","Defluviitaleaceae"
"6","Moraxellaceae"
"7","Thermaceae"
"8","Cellulomonadaceae"
"9","Erythrobacteraceae"
"10","Synergistaceae"
"11","Nocardiaceae"
"12","Chitinophagaceae"
"13","Thermoplasmatales_Incertae_Sedis"
"14","Enterobacteriaceae"
"15","Rhodocyclaceae"
