Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.739392803890207,0.447012154586019,-0.16721559604008354,0.11236174470949294
2,0.425005650291835,0.629819949733834,-0.16089408815313588,0.0967939194354724
3,0.999951897375272,4.16580950031773e-05,-0.21398463556101066,0.022667698583140758
4,0.999814576734443,0.000375436826608503,-0.20904653715538232,0.02308401666953076
Averages,0.7910412320729393,0.26931229981036614,-0.1877852142274031,0.06372684484940921
