"","Tepidimonas","Christensenellaceae_R_7_group","Prevotella","Family_XIII_AD3011_group","Paracoccus","Ruminiclostridium","Corynebacterium","Pseudomonas","Mucilaginibacter","Sphingomonas","Lactobacillus","uncultured","Oscillibacter","Faecalibacterium","Hungatella","Sutterella","Veillonella","Chryseobacterium","_Ruminococcus_gauvreauii_group","Ruminococcaceae_UCG_010","Faecalitalea","Clostridiales_vadinBB60_group(family)","Lactonifactor","Lachnospiraceae_UCG_001","Ruminococcaceae_UCG_003","Blautia","Burkholderia_Paraburkholderia","Gemella","Leptotrichia","Thermus","Sphingobacterium","Senegalimassilia","Collinsella","Bacteroides","Porphyromonas","Butyricicoccus","Streptococcus","Flavobacterium","Intestinibacter","_Eubacterium_hallii_group","Ruminococcaceae_NK4A214_group","Alistipes","Fusobacterium","Bifidobacterium","Subdoligranulum","Coprococcus","Odoribacter","Abiotrophia","Actinomyces","Defluviitaleaceae_UCG_011","Acinetobacter","Anaerococcus","Ruminococcaceae_UCG_014","Roseburia","Candidatus_Soleaferrea","Ruminococcus","_Clostridium_innocuum_group","Massilia","Anaerotruncus","_Eubacterium_brachy_group","Romboutsia","Cellulomonas","Anaerofustis","_Eubacterium_xylanophilum_group","Microbacter","Lachnospiraceae_NK4A136_group","Peptococcus","Butyricimonas","Rothia","Solobacterium","Desulfovibrio","Formivibrio","Ruminococcaceae_UCG_013","Blastocatella","Atopobium","Coprobacter","Methylobacterium","Mollicutes_RF9(order)","Scardovia","Lachnoanaerobaculum","Phascolarctobacterium","Bacteroidales_S24_7_group(family)","Family_XIII_UCG_001","Tyzzerella","_Eubacterium_nodatum_group","H16","Enhydrobacter","Erysipelatoclostridium","Parasutterella","Alloprevotella","Roseomonas","Selenomonas","Megasphaera","Dorea","Fastidiosipila","Paenibacillus","_Eubacterium_coprostanoligenes_group","Nocardioides","Eikenella","Rhizobium","Fluviicola","env_OPS_17(family)","Ruminococcaceae_UCG_002","Barnesiella","Lachnospiraceae(family)","Parvimonas","Lactococcus","Oribacterium","Peptostreptococcus","Lachnospiraceae_UCG_008","Chloroplast(class)","Acidovorax","Dialister","Rikenellaceae_RC9_gut_group","Staphylococcus","Anaerostipes","Acidaminococcus","Campylobacter","Lachnospira","Lachnoclostridium","Sellimonas","Cloacibacterium","Haemophilus","_Eubacterium_yurii_group","X35(order)","Aggregatibacter","Stenotrophomonas","Ruminococcaceae_UCG_004","Proteus","Citrobacter","Parabacteroides","Proteiniphilum","Allisonella","Turicibacter","Finegoldia","Bacillus","Fusicatenibacter","Mogibacterium","Dielma","Prevotellaceae_NK3B31_group","Catenibacterium","Weissella","Adlercreutzia","Akkermansia","Flavonifractor","Eggerthella","Granulicatella","Candidatus_Stoquefichus","Adhaeribacter","Lachnospiraceae_ND3007_group","Bilophila","Ruminococcaceae_UCG_005","Proteiniclasticum","Sphingobium","Methanobrevibacter","Facklamia","Clostridium_sensu_stricto","Peptoniphilus","_Eubacterium_rectale_group","Succiniclasticum","Erythrobacter","Lachnospiraceae_UCG_010","_Eubacterium_ventriosum_group","Holdemania","Escherichia_Shigella","_Ruminococcus_gnavus_group","Acetanaerobacterium","Epulopiscium","Micrococcus","Oligoflexaceae(family)","_Eubacterium_eligens_group","Lawsonella","Erysipelotrichaceae_UCG_003","Lacibacter"
"X206751",0.0,0.0015733165512901196,0.20689112649465072,0.0012193203272498428,0.0,0.007433920704845815,0.0,0.00011799874134675897,0.0,0.0,0.0,0.0151431718061674,0.00011799874134675897,0.11874606670862177,0.0,3.933291378225299e-05,0.00011799874134675897,0.0,0.0,0.00011799874134675897,7.866582756450598e-05,0.0005506607929515419,0.0,0.0,0.008338577721837635,0.05203744493392071,0.0,0.0,0.0,0.0,0.0,0.0,0.00015733165512901197,0.21094241661422278,0.005821271239773443,0.0003933291378225299,0.00031466331025802394,0.0,0.0,0.005270610446821901,0.0015339836375078666,0.0151431718061674,0.0,0.0,0.014238514789175582,0.01644115796098175,0.0031859660163624922,0.0,3.933291378225299e-05,0.0,3.933291378225299e-05,0.0,0.00015733165512901197,0.0023993077407174325,0.0,0.0012193203272498428,0.00011799874134675897,0.0,0.005388609188168659,7.866582756450598e-05,0.0,0.0,0.0,0.00027533039647577095,0.0,0.015969162995594713,0.0,0.0011799874134675898,0.0,7.866582756450598e-05,0.00829924480805538,0.0,0.00019666456891126495,0.0,0.0,0.019823788546255508,0.0,3.933291378225299e-05,0.0,0.0,0.011091881686595343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007827249842668344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018093140339836375,0.0,0.0,3.933291378225299e-05,0.0,0.0,0.0,0.03551762114537445,0.0,0.0,0.010580553807426054,0.00011799874134675897,7.866582756450598e-05,0.0020846444304594086,0.0,3.933291378225299e-05,0.00015733165512901197,0.00959723096286973,0.0,0.0,0.0022026431718061676,0.0,0.0,7.866582756450598e-05,0.0,0.0005113278791692888,0.0,0.0,0.012743864065449969,0.0,0.0,0.0,0.0,0.0,0.0018879798615481435,0.0,0.0005899937067337949,0.0,0.0,0.0,0.0,0.00011799874134675897,0.0011406544996853368,0.0,0.0,0.0,0.0,0.0006686595342983009,0.008692573945877911,0.0013766519823788547,0.0,0.0,0.00015733165512901197,0.0,0.0,0.0,0.07347388294524858,0.0,0.0,0.027297042164883576,7.866582756450598e-05,0.00031466331025802394,0.01065921963499056,0.015339836375078665,0.0,0.0,0.0,0.0,0.0008259911894273128,0.0,0.005349276274386407,0.0
"X206755",0.0,0.00024244383384515922,0.00012122191692257961,8.081461128171973e-05,0.0,0.0027881040892193307,0.0,0.0,0.0,0.0,0.0,0.004808469371262324,0.0,0.11330208501697107,0.0,4.0407305640859865e-05,0.0006465168902537578,0.0,0.00012122191692257961,0.0,0.0006869241958946178,0.0,0.0,0.0,0.0,0.013294003555842896,0.0,8.081461128171973e-05,0.0,0.0,0.0,0.0,0.00028285113948601907,0.38091967027638596,0.0,0.0011718118635849362,0.002101179893324713,0.0,0.005293357038952643,0.004242767092290286,0.0,0.00917245838047519,0.00016162922256343946,0.00016162922256343946,0.004363989009212865,0.0031921771456279295,0.002384031032810732,0.0,4.0407305640859865e-05,0.0,4.0407305640859865e-05,0.0,0.0,0.007758202683045095,0.0,0.0016162922256343947,8.081461128171973e-05,0.0,4.0407305640859865e-05,8.081461128171973e-05,0.0,0.0,0.0,8.081461128171973e-05,0.0,0.11439308226927429,0.0,0.0,0.0,0.0,0.0,0.0,8.081461128171973e-05,0.0,4.0407305640859865e-05,0.0,0.0,0.0,0.0,0.0,0.018870211734281557,0.0,0.0,0.00028285113948601907,0.0,0.0,0.0,0.0,0.05390334572490706,0.0,0.0,4.0407305640859865e-05,0.0,0.004606432843058025,0.0,0.0,8.081461128171973e-05,0.0,0.00016162922256343946,0.0,0.0,0.0,0.000606109584612898,8.081461128171973e-05,0.00012122191692257961,0.0,0.0,0.0,0.0,0.04036689833521901,0.0,0.0,0.0,0.0,8.081461128171973e-05,0.004121545175367706,0.0,0.0,0.0,0.003919508647163407,0.0008889607240989171,0.0,0.00307095522870535,0.0,0.0,0.00012122191692257961,0.0,0.0005657022789720381,0.0,0.0,0.015637627283012767,0.0,0.0020203652820429932,0.0,0.0,4.0407305640859865e-05,0.007475351543559075,0.0,4.0407305640859865e-05,0.0,0.0013334410861483756,0.0,0.0,0.00929368029739777,0.00610150315176984,0.0,4.0407305640859865e-05,0.0,0.0,0.00024244383384515922,0.014102149668660094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12295943106513657,0.0,0.0,0.0,0.0009293680297397769,0.00016162922256343946,0.0016566995312752547,0.00937449490867949,0.0,0.0,0.0,0.0,0.0,0.0,0.0027881040892193307,0.0
"X206767",0.00017207261464337952,0.0,0.0,0.0,0.0,0.0016346898391121053,0.0,8.603630732168976e-05,0.0,0.0011184719951819668,8.603630732168976e-05,0.006624795663770111,0.0,0.11262152628409189,0.0,0.0,0.015916716854512604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036135249075109695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162178439301385,0.0,0.0,0.0029252344489374515,0.0,0.0014626172244687258,0.015056353781295707,0.0,0.0,0.029596489718661276,0.0009463993805385873,0.0,0.0,0.0,0.0,8.603630732168976e-05,0.0,8.603630732168976e-05,0.0,0.0,0.0033554159855459006,0.0,0.0,0.0007743267658952078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011098683644497977,0.0,0.0,0.0,0.00017207261464337952,0.004215779058762798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003011270756259141,0.0,0.0,0.015916716854512604,0.0,0.0,0.0,0.0033554159855459006,0.0,0.0,0.0,0.0,0.0,0.0006882904585735181,0.0,0.0,0.0,0.00034414522928675903,0.009033812268777424,0.0,0.0,0.0,0.0,0.0,0.0,0.00017207261464337952,0.001032435687860277,0.0,0.0,0.0029252344489374515,0.0,0.0,0.0,0.0,0.00034414522928675903,0.05334251053944765,0.0,0.0,8.603630732168976e-05,0.0027531618342940723,0.0,0.0,0.009636066420029253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019788350683988642,0.0,0.0,0.0,0.0,0.0,0.0011184719951819668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.603630732168976e-05,0.0,0.0,0.0,8.603630732168976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028564054030801,0.0,0.0,0.0,0.0008603630732168976,8.603630732168976e-05,0.0999741891078035,0.036737503226361524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206769",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08302583025830258,0.0,0.0,0.0,0.0,0.0,0.007380073800738007,0.0,0.0,0.0018450184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690036900369004,0.0,0.0,0.0,0.0,0.0,0.01107011070110701,0.0,0.0,0.06088560885608856,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0,0.04797047970479705,0.0,0.007380073800738007,0.0018450184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.0,0.0,0.0,0.0,0.0,0.0,0.01845018450184502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007380073800738007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6328413284132841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023985239852398525,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.0,0.0,0.0018450184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02952029520295203,0.007380073800738007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224328",3.8221916446890644e-05,0.0,0.0,7.644383289378129e-05,0.0,0.00042044108091579714,0.0,0.0,0.0,0.0,0.0,0.002407980736154111,0.0,0.19439666704888584,0.0,0.03367350838971066,0.0014524328249818446,0.0,0.00011466574934067194,0.0,0.0,0.0,0.0,0.0,0.0,0.0006115506631502503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476741963842067,0.0,3.8221916446890644e-05,0.0004968849138095784,0.0,0.00015288766578756258,0.0,0.0,3.8221916446890644e-05,0.00015288766578756258,0.008714596949891068,0.004892405305202002,0.0,0.0,0.0,0.0,0.0,3.8221916446890644e-05,0.0,0.0,0.00011466574934067194,0.0,0.0,0.00015288766578756258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008217712036081489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038221916446890647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015288766578756258,0.0,0.0,0.0,0.0,0.0,0.0021404273210258763,0.0,0.0,0.0009173259947253755,0.0,3.8221916446890644e-05,0.002293314986813439,0.0,0.0,0.0014906547414287351,0.006841723043993426,0.0,0.0,0.02553224018652295,0.0,0.0,0.0013377670756411727,3.8221916446890644e-05,0.0,0.0,0.00022933149868134388,0.006306616213736957,0.0,0.0,0.0,0.0,0.0,0.010434583190001148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8221916446890644e-05,0.0,0.0,0.0,0.0,0.0,0.003478194396667049,0.0,0.0,0.0,0.0,0.0,0.03462905630088293,0.0,0.04303787791919887,0.00022933149868134388,0.0,0.0,0.0,0.0,0.08985972556663992,0.025494018270076062,0.0,0.0,0.0,0.0,0.0,0.0,0.008714596949891068,0.0
"X219633",0.0,0.005730129390018484,0.0,0.00024645717806531114,0.0004313000616142945,0.009735058533579791,0.00012322858903265557,0.0006161429451632779,0.0,0.0,0.0,0.006531115218730746,0.0010474430067775723,0.3249537892791128,0.0,0.00696241528034504,0.0006777572396796057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009981515711645102,0.01195317313616759,0.0003696857670979667,0.0006777572396796057,0.0,0.0,0.0,6.161429451632779e-05,0.00012322858903265557,0.0895871842267406,0.0,0.0,0.00862600123228589,0.0,0.0,6.161429451632779e-05,0.0,0.04534812076401725,0.00018484288354898336,0.00030807147258163895,0.004004929143561306,0.0013555144793592113,0.005483672211953173,0.0,6.161429451632779e-05,0.0,0.0,0.0,0.0,0.004313000616142945,0.0,0.0,0.0,0.0,0.0003696857670979667,0.0,0.0,0.0,0.0,0.0,0.0,0.009242144177449169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022797288971041284,0.0,0.00012322858903265557,0.0,0.00012322858903265557,0.0,0.0,0.0,0.0,0.0,0.0,0.003512014787430684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02563154651879236,0.0,0.0,0.0,0.0,0.00012322858903265557,0.0,0.011891558841651263,0.0,6.161429451632779e-05,6.161429451632779e-05,0.0,6.161429451632779e-05,0.001170671595810228,0.0,0.0,0.0009242144177449168,0.010166358595194085,0.0,0.0,0.0004929143561306223,0.0,0.0,0.0,0.0,0.0024645717806531116,6.161429451632779e-05,0.0006777572396796057,0.0,0.0,0.0,0.0,0.0,0.0,0.005730129390018484,0.0,0.0,0.0,0.013863216266173753,0.0,0.0,0.0,0.0033887861983980284,0.00012322858903265557,0.00030807147258163895,0.0,0.0,0.0006777572396796057,0.0036968576709796672,0.0003696857670979667,0.0,0.0,0.0,0.0004313000616142945,0.0,0.0,0.2855822550831793,0.0015403573629081946,0.0,0.07011706715958102,6.161429451632779e-05,0.0011090573012939,0.00055452865064695,0.0033271719038817007,0.0,0.0,0.0,0.0,0.0,0.0,0.00012322858903265557,0.0
"X219637",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0875,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0375,0.0,0.0,0.0,0.0375,0.025,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
"X219654",0.00018227109787957957,0.0,0.0037669360228446444,0.0012151406525305304,0.0,0.005103590740628228,0.012880490916823622,0.0,0.0,0.00036454219575915913,0.0,0.009538854122364663,0.0,0.3407254389695607,0.0,0.0,0.0007898414241448448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003037851631326326,0.0,0.0008505984567713713,0.0,0.0,0.0,0.0,0.0009113554893978978,0.1278327966462118,0.0,0.0,0.0012151406525305304,0.0,0.0036454219575915913,0.013062762014703203,0.0,0.03523907892338538,0.005285861838507808,0.0007290843915183183,6.075703262652652e-05,0.00558964700164044,0.00036454219575915913,0.0,0.0,0.0,0.0004860562610122122,0.004435263381736436,0.0,6.075703262652652e-05,0.0,0.012029892460052252,0.00012151406525305304,0.0,0.0018227109787957957,0.0007290843915183183,0.002491038337687587,0.0,0.00042529922838568566,0.002916337566073273,0.0003037851631326326,0.0,0.0,0.0,0.00012151406525305304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007776900176195395,0.0,0.0,0.0,0.001518925815663163,0.0,0.0,0.0014581687830366365,0.012272920590558357,0.0,0.0,0.0,0.0,0.004435263381736436,0.00036454219575915913,0.0,0.002248010207181481,0.0,0.002491038337687587,0.0,0.0,0.0,0.015493043319764263,0.0,6.075703262652652e-05,0.00018227109787957957,0.0,0.0,0.0003037851631326326,0.02636855215991251,0.0,0.0,0.02916337566073273,0.0,0.0,0.001275897685157057,0.014642444862992892,0.0,0.0,0.004678291512242542,0.0,0.0028555805334467463,0.002551795370314114,0.0,0.0,0.0,0.0,0.002369524272434534,0.0,0.0,0.006197217327905705,0.00036454219575915913,0.0,0.0,0.0,0.0,0.0,0.00042529922838568566,0.00042529922838568566,0.0,0.0,0.0,0.0,0.09745428033294853,0.0012151406525305304,0.0,0.0,0.0,0.0,0.0,0.01780181055957227,0.0028555805334467463,0.0,0.0,0.013305790145209308,0.0,0.0014581687830366365,0.0,0.04988152378637827,0.0,0.0,0.0,0.0,0.00036454219575915913,0.013123519047329729,0.05595722704903092,6.075703262652652e-05,0.0,0.0003037851631326326,0.0,0.0,0.0002430281305061061,0.007716143143568868,0.0
"X219693",0.00012025012025012025,0.0,0.0,0.0027657527657527657,0.0,0.003968253968253968,0.0,0.0013227513227513227,0.0,0.0,0.0,0.004329004329004329,0.0,0.4736652236652237,0.0,0.0,0.0027657527657527657,0.0008417508417508417,0.0,0.0,0.002405002405002405,0.0,0.0,0.0,0.0,0.018037518037518036,0.0,0.0,0.0,0.00012025012025012025,0.0,0.0,0.002044252044252044,0.04461279461279461,0.0,0.0,0.047619047619047616,0.0,0.0,0.011544011544011544,0.0,0.000481000481000481,0.0,0.0,0.00036075036075036075,0.030543530543530543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006253006253006253,0.0008417508417508417,0.0,0.0,0.0,0.00036075036075036075,0.0,0.0,0.0,0.0,0.0,0.0,0.00036075036075036075,0.0002405002405002405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000481000481000481,0.012385762385762385,0.0,0.0,0.0,0.0,0.0,0.0,0.000481000481000481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02368927368927369,0.0,0.0,0.0,0.0,0.0012025012025012026,0.0,0.005651755651755652,0.0,0.0,0.022005772005772004,0.0,0.00012025012025012025,0.002886002886002886,0.0,0.0,0.0,0.0,0.002886002886002886,0.0,0.0,0.0021645021645021645,0.00012025012025012025,0.0,0.0,0.0,0.0,0.0012025012025012026,0.0,0.002284752284752285,0.0,0.0,0.0,0.0002405002405002405,0.0,0.0026455026455026454,0.000481000481000481,0.0,0.0008417508417508417,0.0,0.0,0.025372775372775373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0018037518037518038,0.19011544011544013,0.0,0.0,0.0,0.0,0.0,0.0,0.0094997594997595,0.00012025012025012025
"X219668",0.0048,0.0,0.0,0.0,0.0,0.008,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0688,0.0,0.0,0.0032,0.0,0.0112,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0016,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.2624,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.1824,0.3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0
"X219675",0.00018006122081507713,0.0,0.0,0.00012004081387671808,0.0,0.0006602244763219495,0.0,0.0017405918012124123,0.0,0.0,0.0,0.0,0.0,0.05948022327591381,0.0,0.002760938719164516,0.12508252805954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030010203469179523,0.0,0.0,6.002040693835904e-05,0.0,0.0006002040693835905,0.2032891183002221,0.0,0.0,0.008342836564431907,0.0,0.0,0.0,0.0,6.002040693835904e-05,0.41594142008282814,0.0007802652901986675,6.002040693835904e-05,0.0,0.0,0.0,0.0004801632555068723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012004081387671808,0.0,0.0,0.0,0.00024008162775343615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024008162775343615,0.0,0.00024008162775343615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004201428485685133,0.0,0.0,0.0,0.0,0.0,0.02130724446311746,0.0,0.0,0.0,0.0,0.0,0.0,0.00012004081387671808,0.0,0.0,0.0,0.01740591801212412,0.0,0.0,0.004621571334253646,0.0,0.0,0.0,0.0,0.0,0.0,0.014044775223576016,0.0,0.0006602244763219495,0.0008402856971370266,0.0,0.0,0.0,0.0,0.0,0.0,6.002040693835904e-05,0.0,0.0,0.0,0.0,0.0,0.00030010203469179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012004081387671808,0.00036012244163015426,0.0,0.0010203469179521038,0.0,0.0,0.0,0.004741612148130364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09351179400996339,0.0,0.0,0.0,0.0,0.0,0.0025808774983494386,0.010143448772582678,0.0,0.0,0.0,0.0,0.0,0.0,0.006962367204849649,0.0
"X219691",0.0,0.0,6.02627455706882e-05,0.0001205254911413764,0.0,0.017898035434494395,0.0017476196215499577,6.02627455706882e-05,0.0,0.0,0.0003615764734241292,0.0010847294202723876,0.0,0.13137278534410027,0.0,0.0001205254911413764,0.007593105941906713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003073400024105098,0.0013860431481258287,0.0,0.0001807882367120646,0.0,0.0,0.0,0.0,0.0,0.11588525973243341,0.0,0.0002410509822827528,0.005483909846932626,0.0,0.0,0.016270941304085813,0.0,0.0020489333494033988,0.0031336627696757864,0.0002410509822827528,0.0863565144027962,0.0,6.02627455706882e-05,0.0,0.0004218392189948174,0.0,0.0,0.0,0.0,0.0018681451126913342,0.0,0.0,6.02627455706882e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12492467156803665,0.0,0.0,0.0,0.0,0.0,0.0001807882367120646,0.0,0.0,0.000903941183560323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004821019645655056,6.02627455706882e-05,0.0,0.0,0.0,0.0,0.01669278052308063,0.0002410509822827528,0.0,0.0,0.0,0.0001205254911413764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005664698083644691,0.0010244666747016994,0.0,0.0,0.0,6.02627455706882e-05,0.012353862841991081,0.0,6.02627455706882e-05,0.02308063155357358,0.0919006869952995,0.0,0.0006628902012775702,0.0,0.0,0.0,0.0007834156924189466,0.0,0.0,0.0,0.0001807882367120646,0.0,0.0,0.0,0.0,0.0,0.0,0.009099674581173918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001807882367120646,6.02627455706882e-05,0.0003615764734241292,0.0,0.0,0.0,0.0,0.0,6.02627455706882e-05,0.0,0.0,0.0,0.0,0.0,0.06719296131131734,0.0,0.0,0.0,0.0,0.0,0.04381101602989032,0.19139447993250572,0.0,0.0,0.0,0.0,0.0,0.0,0.0097023020368808,0.0
