"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Flavobacteriaceae","Sphingobacteriaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Caulobacteraceae","Defluviitaleaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Pseudonocardiaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Subgroup_6(class)","Listeriaceae","Synergistaceae","Methylobacteriaceae","0319_6A21","Mollicutes_RF9(order)","Caldilineaceae","Erythrobacteraceae","Acidaminococcaceae","Mycobacteriaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Desulfurellaceae","WCHA1_57(class)","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","Chitinophagaceae","OPB35_soil_group(class)","Tectomicrobia(phylum)","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Methanobacteriaceae","Bacteriovoracaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Planococcaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Cryomorphaceae","Geobacteraceae","env_OPS_17","Unknown_Family","Shewanellaceae","Lentimicrobiaceae","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Nocardiaceae","Chloroplast(class)","Cytophagaceae","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Gitt_GS_136(class)","Chthoniobacteraceae","Family_X","Staphylococcaceae","Campylobacteraceae","Acidimicrobiaceae","Rhodospirillales_Incertae_Sedis","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","X35(order)","Enterobacteriaceae","Haliangiaceae","ABS_19","mle1_27","Brevibacteriaceae","PHOS_HE51","Methylophilaceae","Heliobacteriaceae","Oligosphaeraceae","Solirubrobacteraceae","Bacillaceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Aeromonadaceae","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","NS9_marine_group","Cellvibrionaceae","UA11(class)","Lineage_IIb(order)","Polyangiaceae","Oligoflexaceae","Dermabacteraceae","Family_III","Lineage_IIc(order)"
"X206767",0.0,0.00017207261464337952,0.0,0.0,0.0,0.0,0.114256216123204,0.0,8.603630732168976e-05,0.0,0.0,0.0,0.0,8.603630732168976e-05,0.0,0.0,0.0011184719951819668,0.0,8.603630732168976e-05,0.0,0.18282715305859074,0.0,0.015916716854512604,0.004387851673406177,0.0,0.0,0.00017207261464337952,0.0,0.0,8.603630732168976e-05,0.0,0.5162178439301385,0.0019788350683988642,0.0039576701367977285,0.0014626172244687258,0.0,0.0,0.0,0.029596489718661276,0.0009463993805385873,0.0,0.0,8.603630732168976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004215779058762798,0.009033812268777424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003011270756259141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034414522928675903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034414522928675903,0.0,0.0,0.0,0.009636066420029253,0.0,0.0,0.0,0.0999741891078035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206766",0.0,0.0,4.1839253587715995e-05,0.0,0.000125517760763148,0.0,0.15342454290615457,0.000125517760763148,8.367850717543199e-05,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.21982343834985985,0.0006694280574034559,0.017488807999665287,0.0021338019329735156,0.0,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.5475503117024392,0.0012970168612191958,0.0011714991004560479,0.0015898916363332079,0.0,0.00020919626793857997,0.0,0.01556420233463035,0.0007531065645788879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029287477511401195,0.0038910505836575876,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.0,0.004769674908999624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000125517760763148,0.0,0.0,0.0,0.005188067444876783,0.0,0.0,0.0,0.020710430525919418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.0,0.0
"X206769",0.0,0.0,0.0,0.0,0.0,0.0,0.007380073800738007,0.0,0.007380073800738007,0.0,0.0,0.0,0.0,0.08302583025830258,0.0,0.0,0.005535055350553505,0.0,0.0,0.0,0.007380073800738007,0.0,0.02029520295202952,0.0,0.0,0.0,0.03874538745387454,0.0,0.0,0.0,0.0,0.01107011070110701,0.0,0.06088560885608856,0.0,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.04797047970479705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007380073800738007,0.0,0.0,0.0,0.6328413284132841,0.0,0.0,0.0,0.02952029520295203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.0,0.0,0.023985239852398525,0.0018450184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206768",0.0,0.004470272686633884,0.0,0.0013410818059901655,0.0,0.0004470272686633885,0.012516763522574878,0.000894054537326777,0.0116227089852481,0.0,0.0,0.0,0.0,0.0013410818059901655,0.006258381761287439,0.0,0.0,0.0,0.0049172999552972736,0.0,0.006258381761287439,0.0004470272686633885,0.0031291908806437194,0.0013410818059901655,0.0,0.0,0.03352704514975414,0.0,0.0,0.0,0.0,0.009387572641931158,0.0,0.16450603486812695,0.0,0.0,0.0,0.0,0.0116227089852481,0.0,0.0,0.0,0.02011622708985248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004470272686633884,0.0,0.0,0.003576218149307108,0.0,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.0,0.0,0.0,0.0,0.004023245417970496,0.0,0.0,0.0,0.004470272686633884,0.0,0.0,0.0004470272686633885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.0,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.0,0.0,0.0049172999552972736,0.0,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.003576218149307108,0.0,0.0,0.0,0.0013410818059901655,0.0013410818059901655,0.0,0.0,0.0,0.6079570853822083,0.0,0.0,0.0,0.008493518104604381,0.0013410818059901655,0.0,0.001788109074653554,0.0,0.012069736253911488,0.004470272686633884,0.0,0.0,0.0,0.010728654447921324,0.0,0.0,0.007599463567277604,0.0004470272686633885,0.0,0.0,0.0,0.0,0.0,0.009834599910594547,0.0,0.0,0.0,0.0,0.0,0.0,0.00581135449262405,0.0
"X224327",0.0,0.0,0.0,0.000174140182847192,0.0,0.0,0.23360905528950807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10282977797126687,0.035568132346538966,0.0014366565084893339,0.013931214627775359,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.45054418807139746,0.006312581628210709,0.000174140182847192,4.3535045711798e-05,0.0,4.3535045711798e-05,0.0,0.0,0.010317805833696125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.001393121462777536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.0,0.009490639965171964,0.0,0.0,0.0,0.11497605572485851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130605137135394,4.3535045711798e-05,0.018545929473225947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224328",0.0,3.8221916446890644e-05,0.0,0.0,7.644383289378129e-05,0.0,0.1997859572678974,0.0,3.8221916446890644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10702136605129381,0.03367350838971066,0.00236975881970722,0.00886748461567863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476741963842067,0.006459503879524519,0.0004968849138095784,0.00015288766578756258,0.0,3.8221916446890644e-05,0.0,0.00015288766578756258,0.008714596949891068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003478194396667049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022933149868134388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8221916446890644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8221916446890644e-05,0.0,0.0,0.0,0.026870007262164125,0.0,0.0,0.0,0.09008905706532125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03462905630088293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206536",0.0,0.0,0.0,0.00120598166907863,0.0012662807525325615,0.0,0.06608779546550893,0.0,6.02990834539315e-05,0.0,0.0,0.0,0.0,0.000241196333815726,0.0,0.0,0.0003014954172696575,0.0,0.0,0.000120598166907863,0.08966473709599614,0.133803666184274,0.013084901109503135,0.005065123010130246,0.0,0.0,0.000602990834539315,0.0003014954172696575,0.0,0.001326579835986493,0.0,0.44006271104679207,0.03491316931982634,0.0028340569223347803,0.020682585624698505,0.0,0.0074167872648335745,0.0,0.04202846116739026,0.004220935841775205,0.0,0.0,0.000361794500723589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001808972503617945,0.0,0.0,0.0,0.003376748673420164,0.0027134587554269174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001808972503617945,0.0,0.0,0.01917510853835022,0.0,0.0,0.0,0.10769416304872166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010250844187168354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206538",0.0,0.0,0.0,0.0,0.0,0.0,0.05049931911030413,0.0,0.00011348161597821153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12448933272809805,0.1288016341352701,0.028597367226509306,0.006014525646845211,0.0,0.0,0.00442578302315025,0.002610077167498865,0.0,0.0013617793917385383,0.0,0.3899228325011348,0.04471175669541534,0.008738084430322288,0.004652746255106673,0.0,0.007149341806627327,0.0,0.037448933272809806,0.001702224239673173,0.0,0.0,0.0011348161597821154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007943713118474808,0.0,0.0,0.0,0.0,0.0,0.0,0.00022696323195642307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014752610077167498,0.0,0.0,0.0,0.0,0.0,0.0,0.00011348161597821153,0.0,0.0,0.0,0.025192918747162958,0.0,0.0,0.0,0.12119836586472992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014752610077167498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206534",0.0,5.1778594728939054e-05,5.1778594728939054e-05,0.0008284575156630249,0.0003624501631025734,0.0,0.05933826955936416,0.0007249003262051468,0.0002588929736446953,0.0,0.0,0.0,0.0,0.00015533578418681717,0.0002588929736446953,0.0,0.0,0.0,0.0,0.0,0.11199710039869518,0.13198363796406565,0.013048205871692642,0.007249003262051468,0.0,0.0,0.0015015792471392325,0.0005177859472893906,0.0,0.00274426552063377,0.0,0.42971055765546523,0.03955884637290944,0.009579040024853725,0.013410656034795215,0.0,0.004245844767773003,0.0,0.023766374980583028,0.006627660125304199,0.0,0.0,0.00020711437891575622,0.0,0.0,0.0,0.0005695645420183296,0.0,0.0,0.0,0.0,0.0,0.0010355718945787812,0.0,0.004815409309791332,0.002951379899549526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010355718945787811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046600735256045154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020711437891575622,0.0,0.0,0.02578574017501165,0.0,0.0,0.0,0.10428208978408327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015533578418681717,0.0014498006524102935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215050",0.0,0.0,0.0005098572399728076,0.0005523453433038749,0.0006373215499660095,0.0,0.26729265805574437,0.0002549286199864038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11858429639700883,0.03845173351461591,0.01856730115567641,0.007010537049626104,0.0,0.0,0.0008072739632902788,0.0,0.0,0.007138001359619306,0.0,0.35634772263766146,0.005735893949694085,0.02043677770224337,0.04257307953772944,0.0,0.014913324269204623,0.0,0.0,0.04847892590074779,4.24881033310673e-05,0.0,0.0001274643099932019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006203263086335826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24881033310673e-05,0.0003399048266485384,0.0,0.0,0.0007647858599592114,0.0,0.0,0.0,0.04227566281441197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017420122365737593,0.0001699524133242692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215023",0.0,0.0,0.0,0.00013380611493945274,0.0,0.0,0.28196293570616177,0.0,6.690305746972637e-05,0.0,0.0,0.0,0.0,6.690305746972637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.006188532815949689,0.1566535090653643,0.01565531544791597,3.3451528734863186e-05,0.0,0.0,0.028433799424633706,0.0,0.0,0.00030106375861376866,0.0,0.4067705894159363,0.0011373519769853483,0.0030440891148725497,0.006824111861912089,0.0,0.0008697397471064428,0.0,0.0002676122298789055,0.0008697397471064428,0.0,0.0,0.000367966816083495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035124105171606343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010035458620458954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08623804107847728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005017729310229478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206548",0.0,0.0006963788300835655,0.0,0.008588672237697307,0.0,0.0,0.06104921077065924,0.001160631383472609,0.001160631383472609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34702878365831014,0.0,0.028783658310120707,0.019730733519034354,0.0,0.0,0.006963788300835654,0.0,0.0,0.0,0.0,0.002321262766945218,0.001392757660167131,0.011838440111420613,0.006731662024141133,0.0,0.00046425255338904364,0.0,0.011142061281337047,0.0,0.0,0.0,0.0,0.00046425255338904364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023212627669452182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023212627669452182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003481894150417827,0.002321262766945218,0.0,0.0,0.11559888579387187,0.0006963788300835655,0.0,0.0,0.3414577530176416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026462395543175487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206547",0.0,0.0002615062761506276,0.0,0.008106694560669456,0.0,0.0,0.08865062761506276,0.0007845188284518828,8.716875871687587e-05,0.0,0.0,0.0,0.0,0.00043584379358437936,0.0,0.0,0.0,0.0,0.0,0.014644351464435146,0.2976813110181311,0.0,0.043235704323570434,0.011680613668061366,0.0,0.0,0.004794281729428173,0.0,0.0,0.00017433751743375174,0.0,0.0003486750348675035,0.0010460251046025104,0.038179916317991634,0.010111576011157601,0.0,0.0,0.0,0.004968619246861925,0.0,0.000697350069735007,0.0,0.002004881450488145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011331938633193863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017433751743375174,0.0032252440725244074,0.0,0.0,0.06380753138075314,0.0,0.0,0.0,0.34344490934449096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026237796373779636,0.033821478382147836,0.0,0.0,0.0,0.0,0.0002615062761506276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206562",0.0,0.0001419244961680386,0.0024127164348566564,0.0012063582174283282,0.0009225092250922509,0.0,0.3076923076923077,0.0,0.0005676979846721544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022707919386886176,0.27774623900085155,0.019159806982685212,0.011353959693443088,0.0010644337212602896,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0004257734885041158,0.0,0.21295770650014192,0.03661652001135396,0.007947771785410162,0.0001419244961680386,7.09622480840193e-05,0.03072665342038036,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444933295486801,0.013908600624467783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001419244961680386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0017030939540164632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206561",0.0,0.0,0.0,0.0027306860848788257,0.0020480145636591193,0.0,0.27079303675048355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013653430424394129,0.2539538058937308,0.02025258846285129,0.03299579019228581,0.0010240072818295596,0.0,0.0,0.0012515644555694619,0.0,0.0,0.0,0.0,0.22971896689043123,0.05222437137330754,0.005688929343497554,0.0,0.0,0.059847536693594265,0.0,0.0,0.00022755717373990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014904994879963591,0.027306860848788257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009216065536466037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022755717373990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206564",0.0,0.00586756077116513,0.0,0.0,0.009220452640402346,0.0,0.39522212908633697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006286672254819782,0.0,0.0,0.0,0.1567476948868399,0.03143336127409891,0.004191114836546521,0.007124895222129086,0.0,0.0,0.0,0.003352891869237217,0.0,0.0012573344509639564,0.0,0.22548197820620286,0.025146689019279127,0.0,0.0,0.0,0.017183570829840736,0.0,0.0,0.0,0.0,0.0,0.0,0.0037720033528918693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07124895222129086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041911148365465214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03604358759430008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206563",0.0,0.025753842543705267,0.0006453126833274669,0.0034612225742109586,0.0005279831045406547,0.00017599436818021823,0.3017130118502875,5.8664789393406076e-05,0.0014079549454417458,0.0,0.00035198873636043646,0.0006453126833274669,0.0010559662090813093,0.0011146309984747154,0.0005866478939340608,0.0,0.0,5.8664789393406076e-05,0.00011732957878681215,0.01748210723923501,0.20673471782236302,0.024287222808870117,0.008037076146896633,0.00463451836207908,0.0,0.0,0.0022292619969494307,0.00011732957878681215,0.0,0.00035198873636043646,0.0,0.16279479056670187,0.033614924322421684,0.020239352340725096,0.0013492901560483398,5.8664789393406076e-05,0.0078024169893230085,0.0,0.00035198873636043646,0.00011732957878681215,0.0,0.0012319605772615277,0.00017599436818021823,0.020884665024052562,0.0,0.00011732957878681215,0.0,0.0007039774727208729,0.0,0.005045171887832923,0.0,0.0,0.0002346591575736243,0.0005866478939340608,0.04569987093746333,0.0,0.0,0.0016426141030153702,0.0,0.0,0.0008799718409010912,0.0,0.0,0.0002933239469670304,0.0,0.0,0.0,0.0,0.0009386366302944972,0.0045758535726856744,0.0,0.0,0.0008799718409010912,0.0,0.0,0.0005866478939340608,0.00041065352575384256,0.0,0.0,0.0011732957878681216,0.003695881731784583,0.0005866478939340608,0.0,0.0,0.0,0.0,0.0,0.0014666197348351519,0.0,0.0028159098908834917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004693183151472486,0.0,0.0,0.01525284524228558,0.0,0.0002933239469670304,0.00011732957878681215,0.0,0.0,0.00017599436818021823,0.0,0.0,0.044761234307168836,0.009797019828698815,0.0,0.00011732957878681215,0.0,0.0007039774727208729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002346591575736243,0.0009973014196879033,0.0019359380499824005,0.0,0.0,0.0,0.0,0.0,0.0008799718409010912,0.0,0.0012906253666549337,0.0004693183151472486,0.0,0.0,0.0,0.0,0.0,0.0
