"","x"
"1","Rhodobacteraceae"
"2","Acetobacteraceae"
"3","Rhodospirillaceae"
"4","Clostridiales_vadinBB60_group"
"5","Brucellaceae"
"6","MB_A2_108(class)"
"7","Synergistaceae"
"8","Neisseriaceae"
"9","Cardiobacteriaceae"
"10","Shewanellaceae"
"11","Family_X"
"12","Flavobacteriaceae"
"13","Alteromonadaceae"
"14","Cytophagaceae"
