"","x"
"1","Flavobacteriia"
"2","Spartobacteria"
"3","Deinococci"
"4","Cytophagia"
"5","Blastocatellia"
"6","Synergistia"
"7","Acidimicrobiia"
"8","ML635J_21"
"9","TK10"
