"","x"
"1","Rhodobacteraceae"
"2","Ruminococcaceae"
"3","Pseudomonadaceae"
"4","Eubacteriaceae"
"5","Erysipelotrichaceae"
"6","Porphyromonadaceae"
"7","Thermoanaerobacteraceae"
"8","Neisseriaceae"
"9","Victivallaceae"
"10","Bacteroidetes_vadinHA17(class)"
"11","Carnobacteriaceae"
"12","Xanthomonadaceae"
"13","Solirubrobacteraceae"
"14","Peptococcaceae"
