"","Alphaproteobacteria","Betaproteobacteria","Clostridia","Bacteroidia","Gammaproteobacteria","Actinobacteria","JG30_KF_CM66","Solibacteres","Thermoleophilia","Flavobacteriia","Sphingobacteriia","Bacilli","Blastocatellia","Negativicutes","Erysipelotrichia","WCHB1_32","Spartobacteria","Fusobacteriia","Deinococci","Coriobacteriia","Fibrobacteria","Opitutae","Mollicutes","Chloroflexia","Spirochaetes","Acidimicrobiia","Cytophagia","Cyanobacteria","Melainabacteria","Deltaproteobacteria","Subgroup_6","Epsilonproteobacteria","Synergistia","MB_A2_108","Nitrospira","Caldilineae","Planctomycetacia","Verrucomicrobia_Incertae_Sedis","Anaerolineae","WCHA1_57","Chlorobia","OPB35_soil_group","Tectomicrobia(phylum)","Lentisphaeria","Methanobacteria","Thermomicrobia","Proteobacteria_Incertae_Sedis","Thermoplasmata","Candidatus_Falkowbacteria","Chloroplast","Gitt_GS_136","Bacteroidetes_vadinHA17","Cyanobacteria(phylum)","Holophagae","ML635J_21","Acidobacteria","Oligosphaeria","KD4_96","Verrucomicrobiae","uncultured","TK10","Candidatus_Nomurabacteria","Gemmatimonadetes","Latescibacteria(phylum)","UA11","Subgroup_2","Elusimicrobia"
"X206684",8.80785660809442e-05,0.04875148632580262,0.5063196371163079,0.4211917029990752,0.0021138855859426605,0.0015854141894569955,0.0,0.0,0.0,0.0,0.0,0.0031267890958735192,0.0,0.014797199101598626,0.0017175320385784119,0.0,0.0,0.0,0.0,0.0003082749812833047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206695",0.018633540372670808,0.006211180124223602,0.26397515527950316,0.13871635610766045,0.4192546583850931,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.030020703933747412,0.0,0.019668737060041408,0.0,0.0,0.0,0.009316770186335404,0.0010351966873706005,0.004140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051759834368530024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010351966873706005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206700",0.0,0.0028191436436602432,0.1999602003250307,0.2027793439686909,0.30171470266326156,0.0,0.0,0.0,0.0,0.0,0.0,0.0033498059765845246,0.0,0.07429272660939935,0.02016516865112268,0.0,0.0,0.19200026533116646,0.0,6.633279161553514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002852310039468011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206757",0.0,0.0,0.2861706048568738,0.496171014374053,0.02141774847454851,0.019861583193414963,0.0,0.0,0.0,0.0,0.0,0.010196977763217166,0.0,0.14505098488881607,0.020926327859453704,0.0,0.0,4.095171792456694e-05,0.0,8.190343584913388e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.095171792456694e-05,0.0,4.095171792456694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206701",0.0,0.0016907270126154247,0.004812069189751593,0.004421901417609572,0.9751593185069579,0.001820782936662765,0.0,0.0,0.0,0.0013005592404734035,0.0,0.004161789569514891,0.0,0.001040447392378723,0.0,0.0,0.0,0.005072181037846274,0.0005202236961893615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206709",0.0,0.02079049577336075,0.3964359150102812,0.5467671921407357,0.0037925519762394334,0.00018277358921635825,0.0,0.0,0.0,0.0,0.0,0.0009595613433858808,0.0,0.009367146447338359,0.006351382225268449,0.0,0.0,0.0005026273703449851,0.0,0.000731094356865433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014119259766963673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206747",0.0,0.0004204109517052919,0.49529665247779703,0.45073309159703606,0.026485889957433385,0.0008408219034105838,0.0,0.0,0.0,0.0,0.0,0.003100530768826528,0.0,0.008355667665142678,0.007146986178989963,0.0,0.0,0.001996952020600137,0.0,0.00021020547585264595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00530768826527931,0.0,0.00010510273792632298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206704",0.0,0.020413673921261543,0.5386401684938166,0.28930172274126476,0.0624291191877734,0.0023221904196144083,0.0,0.0,0.0,0.0,0.0,0.020413673921261543,0.0,0.05751471620672895,0.0010800885672625155,0.0,0.0,0.0010800885672625157,0.0,0.0012421018523518929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003348274558513798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022141815628881566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206753",3.862495171881035e-05,0.009115488605639243,0.5033989957512551,0.39540363074546153,0.00220162224797219,0.0018539976825028969,0.0,0.0,0.0,0.0,0.0,0.011896485129393588,0.0,0.049362688296639624,0.001197373503283121,0.0,0.0,0.0002317497103128621,0.0,0.0001544998068752414,0.0,0.0,0.0013518733101583623,0.0,0.0,0.0,0.0,0.0,0.0,0.009154113557358054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.862495171881035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014600231749710313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206711",0.0,0.00012992074834351045,0.5793599237798274,0.341388419730631,0.0009527521545190767,0.0029015633796717335,0.0,0.0,0.0,0.0,0.0,0.0013858213156641116,0.0,0.04694469706812178,0.02174007188948075,0.0,0.0,0.0002598414966870209,0.0,0.0027716426313282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002122038889610671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330691611450349e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
