"","x"
"1","Alphaproteobacteria"
"2","Actinobacteria"
"3","Bacilli"
"4","Mollicutes"
"5","Thermoleophilia"
"6","Blastocatellia"
"7","Verrucomicrobiae"
"8","Latescibacteria(phylum)"
