"","x"
"1","Rhodospirillaceae"
"2","Veillonellaceae"
"3","Clostridiales_vadinBB60_group"
"4","Family_XI"
"5","Micrococcaceae"
"6","Gastranaerophilales(order)"
"7","Desulfovibrionaceae"
"8","Anaerolineaceae"
"9","Nocardioidaceae"
"10","Pasteurellaceae"
"11","Bacillaceae"
"12","Sanguibacteraceae"
