"","x"
"1","Christensenellaceae_R_7_group"
"2","Ruminiclostridium"
"3","Porphyromonas"
"4","Opitutus"
"5","Fusobacterium"
"6","_Eubacterium_brachy_group"
"7","Butyricimonas"
"8","Rhizobium"
"9","env_OPS_17(family)"
"10","Lactococcus"
"11","Rikenellaceae_RC9_gut_group"
"12","Haemophilus"
"13","Cytophaga"
"14","Proteus"
"15","Proteiniphilum"
"16","Dielma"
"17","Granulicatella"
"18","Holdemania"
"19","Polymorphobacter"
